date,opposition_code,opposition_full,md_plus_code,md_minus_code,season,distance,distance_over_21,distance_over_24,distance_over_27,accel_decel_over_2_5,accel_decel_over_3_5,accel_decel_over_4_5,day_duration,peak_speed,hr_zone_1_hms,hr_zone_2_hms,hr_zone_3_hms,hr_zone_4_hms,hr_zone_5_hms,high_speed_total,accel_total,distance_norm,high_speed_norm,accel_norm,peak_speed_norm
23/02/2023,,,5,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
24/02/2023,,,6,-2,2022/2023,4809.144663,119.0972763,29.36372928,4.002997629,76.12022898,25.22161489,7.407660237,68.37023312,27.2669,0:04:25,0:17:15,0:19:32,0:06:12,0:00:00,152.464003209,108.74950410699999,30.722977127536982,8.486685868103642,22.27864227033853,82.78501381425146
25/02/2023,,,7,-1,2022/2023,3711.729247,164.2683503,53.70187027,26.13461947,75.45752094,21.61632208,7.493824918,65.94285724,29.4832,0:07:40,0:18:49,0:19:10,0:05:22,0:00:12,244.10484004,104.567667938,23.712194319406166,13.587739090540149,21.421942896788774,89.51392051492243
26/02/2023,TOT,Tottenham Hotspur,0,0,2022/2023,4864.689907,309.8419533,126.2032973,63.92572338,164.1218246,60.20614667,19.64049893,53.67160557,30.1441331,0:01:52,0:06:42,0:18:30,0:24:36,0:01:39,499.97097398000005,243.9684702,31.077825105824026,27.83015341346887,49.97987179306767,91.52057898412122
27/02/2023,,,1,-5,2022/2023,4284.103153,276.2859847,62.16265466,47.43422756,115.3983201,42.01022416,10.6822483,56.93342774,29.3345,0:02:13,0:10:06,0:20:18,0:14:28,0:00:05,385.88286691999997,168.09079256,27.36877603085488,21.479605706955265,34.435418047491346,89.0624525609497
28/02/2023,,,2,-4,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
1/3/2023,,,3,-3,2022/2023,4690.492099,129.5235642,59.17528644,37.47354967,95.45638199,27.98565179,7.00831373,68.62886831,31.8567,0:04:08,0:19:21,0:18:54,0:08:33,0:00:02,226.17240031,130.45034751,29.96497123140709,12.589556046450777,26.72432072294449,96.7201020129338
2/3/2023,,,4,-2,2022/2023,4035.496156,177.7139957,36.7722588,16.31673436,90.38484957,29.30772392,6.954078283,72.16489128,29.0572,0:06:38,0:20:17,0:17:40,0:07:05,0:00:00,230.80298886,126.646651773,25.78056282085508,12.847310989133327,25.945087959303958,88.22054224732065
3/3/2023,,,5,-1,2022/2023,3497.15094,165.4036,29.865138,11.4095165,60.71893603,18.31220678,6.550788155,71.72726485,28.0945,0:12:06,0:22:15,0:14:18,0:05:39,0:00:05,206.6782545,85.58193096500001,22.341371672138543,11.50444291630628,17.532486611599328,85.29768952849379
4/3/2023,LEE,Leeds United,0,0,2022/2023,10857.31306,830.4920774,350.76877,100.8573982,206.1733046,71.19543952,23.2719235,76.77098678,29.72524,0:02:36,0:10:17,0:09:07,0:21:39,0:00:14,1282.1182456,300.64066762,69.36139463120338,71.36723795226341,61.58985220963964,90.24877797006407
5/3/2023,,,1,-2,2022/2023,4157.794794,152.8779031,78.03738426,12.80378469,155.8498815,53.68221934,15.98187958,71.91804665,28.63654667,0:01:52,0:10:06,0:15:59,0:18:45,0:00:57,243.71907204999997,225.51398042,26.561861476083937,13.56626587928902,46.19924787697412,86.94339700033397
6/3/2023,,,2,-1,2022/2023,2542.877846,8.237399208,3.737623326,0.0,35.35894346,5.109676973,0.029893786,56.26918547,23.9343,0:11:58,0:18:10,0:13:56,0:01:18,0:00:00,11.975022533999999,40.498514219,16.245046338872946,0.6665721243735604,8.296607126388205,72.66690955460426
7/3/2023,BVB,Borussia Dortmund,0,0,2022/2023,13193.00605,830.5468366,332.654283,56.48756313,285.1133706,102.8704979,34.61342812,120.4487703,28.94822,0:09:17,0:10:55,0:02:07,0:13:08,0:00:44,1219.68868273,422.59729661999995,84.28285101009179,67.89218759408521,86.57413266497004,87.88966815435528
8/3/2023,,,1,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
9/3/2023,,,2,-2,2022/2023,3261.61127,27.47028715,0.0,7.87687626,84.01647994,26.8706119,6.211442214,61.25133321,28.7971,0:02:44,0:17:01,0:16:32,0:10:24,0:00:08,35.34716341,117.098534054,20.836638418902737,1.967548181048215,23.989041347749897,87.43085284027082
10/3/2023,,,3,-1,2022/2023,4131.969039,127.7014011,14.79560298,2.143226883,85.00631942,32.29540408,8.265236679,81.60140499,27.206,0:14:12,0:28:19,0:13:56,0:06:36,0:00:00,144.64023096300002,125.56696017899999,26.396874948173704,8.051187022750813,25.723900166471815,82.60011537177036
11/3/2023,LEI,Leicester City,0,0,2022/2023,10531.23661,493.945413,214.3529746,56.79156325,247.3613349,85.43092305,31.81684987,119.1237209,29.72526667,0:06:37,0:12:38,0:03:50,0:10:52,0:00:24,765.0899508499999,364.60910782,67.27827174403926,42.587613712372445,74.69455560585135,90.24885894283025
12/3/2023,,,1,-6,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
13/03/2023,,,2,-5,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
14/03/2023,,,3,-4,2022/2023,5616.510291,9.474426271,7.280189578,0.0,118.7470619,30.0049333,6.582380453,75.04507768,25.7129,0:02:50,0:14:24,0:22:26,0:13:30,0:00:11,16.754615849,155.33437565300002,35.88079155417353,0.9326211994859914,31.822112807563744,78.0669156268027
15/03/2023,,,4,-3,2022/2023,3435.635707,190.1481434,116.8473664,52.82620579,47.85405208,11.94828952,5.681125136,59.24161234,29.9511,0:05:23,0:12:32,0:11:05,0:03:48,0:00:01,359.82171559000005,65.48346673600001,21.94838472146629,20.028949814130296,13.41507478137596,90.93451133983059
16/03/2023,,,5,-2,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
17/03/2023,,,6,-1,2022/2023,4215.198739,83.40048883,24.18543895,0.0,108.9137986,28.09619117,10.51911551,58.73783987,25.7431,0:02:41,0:12:33,0:19:49,0:12:57,0:00:08,107.58592778,147.52910528,26.928583671578306,5.988613401720306,30.223109410801168,78.1586058232383
18/03/2023,EVE,Everton,0,0,2022/2023,8953.714038,378.3561656,120.7167883,14.93358774,193.20789,73.26133985,26.63124424,85.0921635,28.06623,0:02:39,0:17:39,0:14:22,0:15:03,0:00:04,514.00654164,293.10047409,57.20034868412126,28.61142277019466,60.04515298840265,85.21185900355225
19/03/2023,,,1,-10,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
20/03/2023,,,2,-10,2022/2023,2107.43894,41.60717815,17.0516546,9.015856981,62.82801879,17.10396047,4.189320464,50.52004518,28.0545,0:05:14,0:14:16,0:13:31,0:03:18,0:00:04,67.674689731,84.12129972400001,13.463266940053117,3.7670126776159143,17.233258756039614,85.1762455597049
21/03/2023,,,3,-10,2022/2023,2662.084087,150.6116938,30.89267042,8.727625886,21.4053376,3.041440791,2.112590964,74.38843818,27.7849,0:17:15,0:20:43,0:09:26,0:02:40,0:00:00,190.231990106,26.559369354999998,17.006589372477187,10.588985649817447,5.441005856943027,84.35771321006771
22/03/2023,,,4,-10,2022/2023,4554.695403,130.1429731,69.83048093,14.71621473,64.33993957,13.19840072,6.330970906,78.24037878,28.678625,0:09:13,0:25:38,0:18:09,0:05:40,0:00:00,214.68966876,83.869311196,29.097440916234476,11.95038658007499,17.181635879065226,87.0711509852142
23/03/2023,,,5,-9,2022/2023,4330.336625,167.2953616,92.81754259,22.13447773,64.41120426,19.34735718,7.366657261,63.60733422,29.18955,0:05:15,0:22:00,0:15:46,0:06:16,0:00:01,282.24738192,91.12521870100001,27.664136225300883,15.710887927861503,18.668095693093516,88.62236997905092
24/03/2023,,,6,-8,2022/2023,7010.538769,333.2851253,132.1098874,28.87212426,123.740769,43.82457424,14.00509416,82.44459145,28.55468889,0:02:34,0:14:28,0:22:01,0:19:11,0:00:17,494.26713696,181.5704374,44.78647188736029,27.512657663568852,37.19688521727354,86.69486865834777
25/03/2023,,,7,-7,2022/2023,6040.194147,238.9898749,153.0910528,58.45666325,101.4676251,36.73591642,14.03173299,52.49509907,30.57891619,0:03:24,0:08:39,0:19:20,0:15:35,0:00:06,450.53759095,152.23527451,38.58747441138553,25.078516408384044,31.18722471045057,92.84062358441875
26/03/2023,,,8,-6,2022/2023,4345.378437,235.447775,121.361653,25.52032732,76.17172267,23.73482063,7.573795866,94.98298091,28.70564048,0:16:27,0:28:14,0:13:37,0:02:48,0:00:11,382.32975532,107.480339166,27.760230079492498,21.281826943648234,22.018638586323807,87.15317266296263
27/03/2023,,,9,-5,2022/2023,6005.667359,341.4196272,133.3200766,78.25043867,107.8397591,28.52293422,10.17530382,81.09911305,31.5066,0:06:04,0:22:59,0:23:11,0:13:19,0:00:11,552.9901424699999,146.53799714000002,38.366901774805775,30.781387924515258,30.020069002630155,95.65716367610894
28/03/2023,,,10,-4,2022/2023,6777.108957,232.3148528,71.23010562,14.24430592,125.1657371,36.68205095,10.54528354,98.49703688,28.70209167,0:10:29,0:26:26,0:26:08,0:07:03,0:00:00,317.78926434,172.39307158999998,43.29521735510684,17.689274857962847,35.31679158793749,87.1423981236907
29/03/2023,,,10,-3,2022/2023,6929.994341,248.2874701,54.49191449,14.89953228,123.1623045,35.65436664,14.40801178,108.0847954,28.5874,0:14:50,0:29:26,0:17:26,0:05:56,0:00:01,317.67891687,173.22468292000002,44.27191788813605,17.68313252735025,35.487157158623695,86.79418283389502
30/03/2023,,,10,-2,2022/2023,2384.996023,65.13996269,16.09281764,14.36368097,71.20443296,15.89687322,4.685806164,63.6102006,30.0317,0:06:11,0:13:24,0:14:20,0:08:28,0:00:00,95.5964613,91.78711234400001,15.236426308329515,5.321237276206687,18.803692556863112,91.17922093694023
31/03/2023,,,10,-1,2022/2023,3531.911078,30.43377634,0.0,0.0,98.57959664,28.83160334,6.392663781,67.85997043,22.7114,0:06:23,0:21:11,0:18:13,0:09:07,0:00:32,30.43377634,133.803863761,22.56343505337562,1.6940516721422316,27.411328811094354,68.95406381880561
1/4/2023,AVL,Aston Villa,0,0,2022/2023,8719.147818,632.453672,295.3915077,118.9930641,243.4918,93.34433209,32.61912185,101.0641079,30.7906,0:06:15,0:10:11,0:10:37,0:13:34,0:00:08,1046.8382438,369.45525394,55.70183426691151,58.270720582282735,75.68734685289043,93.48331663478764
2/4/2023,,,1,-2,2022/2023,4388.575027,91.45656576,32.62167789,8.707971378,161.5190762,53.64367411,12.39865894,45.45772076,28.1511,0:02:32,0:08:30,0:14:18,0:20:54,0:02:45,132.78621502800002,227.56140925,28.036189307079905,7.391350553824216,46.618688267549764,85.4695327443301
3/4/2023,,,2,-1,2022/2023,1830.25127,32.3095589,32.21084657,0.0,48.57876932,16.61527274,4.386231443,39.53749318,26.2275,0:04:50,0:09:39,0:05:40,0:02:12,0:00:03,64.52040547,69.580273503,11.692467548018843,3.5914340551320576,14.254354860509855,79.62929228527189
4/4/2023,LIV,Liverpool,0,0,2022/2023,7890.10721,364.3434068,156.4214547,54.22362861,174.680863,64.43626887,18.17235336,71.00082305,30.93116524,0:01:45,0:09:26,0:24:59,0:21:02,0:01:04,574.98849011,257.28948522999997,50.40555032824236,32.005893788906725,52.708841740729895,93.91008665027172
5/4/2023,,,1,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
6/4/2023,,,2,-2,2022/2023,3429.224505,80.1349822,33.48401894,17.8643771,62.1354119,19.77462445,4.454083293,64.34524224,29.4368,0:08:51,0:20:50,0:14:54,0:07:53,0:00:01,131.48337823999998,86.364119643,21.90742708217516,7.318830048495436,17.692727358333443,89.37304551112732
7/4/2023,,,3,-1,2022/2023,3449.610962,188.0852944,62.20552939,39.06171308,43.17120869,14.37315258,4.571812993,61.82785966,29.4692,0:04:54,0:19:21,0:12:06,0:04:03,0:00:01,289.35253687,62.116174263,22.037664930277614,16.106385991900872,12.72524446866245,89.47141512584632
8/4/2023,WOL,Wolverhampton Wanderers,0,0,2022/2023,12538.74364,553.8415732,247.0210814,89.45287555,261.6826863,103.4039639,36.43437498,117.8455331,30.78503333,0:07:33,0:12:46,0:03:51,0:16:46,0:00:29,890.3155301500001,401.52102518000004,80.10312873796158,49.55811253046768,82.2564052816588,93.46641567234418
9/4/2023,,,1,-3,2022/2023,6349.03567,311.2519602,111.3240708,40.81259274,145.2581244,37.62764903,7.633767616,75.40149057,29.8034,0:02:03,0:12:03,0:22:33,0:21:58,0:00:10,463.38862374,190.51954104600003,40.560492840247605,25.79385036311384,39.030216600313686,90.48607948507758
10/4/2023,,,2,-2,2022/2023,4382.617475,56.18139985,24.17664289,12.02562172,96.77366381,29.04869471,5.515674922,77.06606251,28.25248571,0:04:11,0:23:07,0:21:30,0:06:26,0:00:14,92.38366446,131.33803344199998,27.998129787839343,5.142401636545965,26.90617384944685,85.7773498193521
11/4/2023,,,3,-1,2022/2023,4086.615804,149.1413813,49.46673285,19.62627632,95.90718143,27.12015095,6.995167211,70.30584171,28.5583,0:05:34,0:17:14,0:17:06,0:05:42,0:00:01,218.23439047,130.02249959099998,26.1071381032239,12.147698332419438,26.636670937211843,86.70583234660108
12/4/2023,RMA,Real Madrid,0,0,2022/2023,2667.198607,184.9737162,184.6808454,71.33074867,55.88066978,24.30533419,14.48102776,53.23645891,30.10635,0:04:46,0:06:18,0:10:31,0:05:26,0:00:03,440.98531027,94.66703173,17.03926322447986,24.54680266777088,19.393678638132762,91.4058657436925
13/04/2023,,,1,-2,2022/2023,3848.900937,135.2615877,41.74287545,10.9748511,86.25332198,22.42852474,5.040620615,53.97966492,28.3117,0:04:40,0:16:37,0:14:16,0:08:42,0:00:02,187.97931425,113.72246733499999,24.588508714113235,10.463593741234758,23.297413525342613,85.95713027901752
14/04/2023,,,2,-1,2022/2023,2068.231695,23.7228356,20.90444036,7.335875728,47.80907643,15.02040663,2.300527503,46.94017071,27.7803,0:05:27,0:14:25,0:11:22,0:01:19,0:00:16,51.963151687999996,65.130010563,13.212793440963713,2.8924528794390425,13.342665038442675,84.34374715365699
15/04/2023,BHA,Brighton & Hove Albion,0,0,2022/2023,9013.767406,731.7663758,294.716406,108.4119287,187.2967629,72.28220163,28.24076213,96.31803227,30.45512,0:09:15,0:20:30,0:09:58,0:07:47,0:00:04,1134.8947105,287.81972666,57.58399658427501,63.17225508097752,58.963328442359455,92.46476606855512
16/04/2023,,,1,-2,2022/2023,4094.97042,185.6111865,78.88736797,6.639878713,120.0827188,37.34314892,10.97239027,54.76258574,27.7343,0:01:40,0:09:07,0:18:32,0:11:04,0:00:21,271.13843318299996,168.39825799,26.160511144432697,15.092524535378962,34.498406034257016,84.20408658954976
17/04/2023,,,2,-1,2022/2023,2119.116861,41.63642821,34.51078877,0.077243159,36.20121077,6.341496799,2.407979681,43.94013219,26.2796,0:05:14,0:13:07,0:06:44,0:01:26,0:00:01,76.224460139,44.95068725,13.537870746950531,4.242923149398811,9.208688253541714,79.78747305461943
18/04/2023,RMA,Real Madrid,0,0,2022/2023,7347.992084,581.6874413,324.9881957,134.1172191,196.8954739,76.31562599,29.84896221,60.17743191,31.15255833,0:02:49,0:09:43,0:17:00,0:19:08,0:00:48,1040.7928561,303.06006210000004,46.94227530041236,57.93421291305626,62.08549423185722,94.5822580380727
19/04/2023,,,1,-7,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
20/04/2023,,,2,-6,2022/2023,3239.236797,209.3228707,0.474041929,16.85654821,75.72665433,20.16175442,5.329933802,44.10147187,29.6744,0:02:50,0:07:47,0:07:22,0:04:02,0:00:02,226.65346083900002,101.218342552,20.693700231264422,12.616333577587557,20.735793357676947,90.09442268573338
21/04/2023,,,3,-5,2022/2023,3756.647557,131.1820905,141.2701943,57.14328433,108.1188729,34.22321415,9.742618992,76.07466768,30.8516,0:08:11,0:23:14,0:17:57,0:11:17,0:00:02,329.59556913000006,152.084706042,23.9991526680196,18.34645555574675,31.156378951076213,93.6685186871907
22/04/2023,,,4,-4,2022/2023,5103.879993,161.1394435,98.6502765,43.87549663,70.15871068,24.85515686,11.472089,74.09955956,30.3335,0:06:27,0:18:32,0:21:06,0:08:49,0:00:01,303.66521663,106.48595654,32.605878856805894,16.903080388593157,21.814927360360915,92.09551568145248
23/04/2023,,,5,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
24/04/2023,,,6,-2,2022/2023,4625.693339,96.48395674,43.4849741,13.08916792,106.9200049,37.86332206,8.059396225,83.71484766,28.908,0:08:47,0:24:14,0:15:22,0:06:04,0:00:05,153.05809875999998,152.842723185,29.55100763478472,8.519755328506458,31.311667868504887,87.76755624373806
25/04/2023,,,7,-1,2022/2023,2926.692801,101.620188,4.847780721,5.65446987,88.86063082,26.0747373,8.388374827,57.44643988,27.9453,0:02:42,0:13:18,0:17:56,0:12:28,0:00:02,112.122438591,123.323742947,18.697028741148134,6.2411316445834215,25.264350169837208,84.8447035249112
26/04/2023,BRE,Brentford,0,0,2022/2023,7878.198764,212.9855346,99.00399541,27.78470131,128.8316307,44.90132302,11.20269666,87.19428078,29.6106,0:07:39,0:14:40,0:20:05,0:16:15,0:00:37,339.77423132,184.93565038000003,50.32947382405705,18.91303590747514,37.88628952086608,89.90071955551508
27/04/2023,,,1,-5,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
28/04/2023,,,2,-4,2022/2023,3930.631434,16.55385075,0.061949872,2.112652675,93.77166592,23.88135272,6.409247687,76.57048074,26.8204,0:07:39,0:20:28,0:15:22,0:07:12,0:00:18,18.728453296999998,124.062266327,25.11063985507726,1.042491975690866,25.415645555746398,81.42939551264536
29/04/2023,,,3,-3,2022/2023,5136.026462,84.44057419,5.612552362,7.870450657,88.99481358,19.45911789,3.95431675,73.17436763,28.8105,0:04:42,0:18:43,0:19:17,0:08:17,0:00:01,97.92357720900002,112.40824822,32.811244946001885,5.450772781523812,23.028179952570476,87.47153656981511
30/04/2023,,,4,-2,2022/2023,3499.280527,17.1190421,42.55411336,18.01185896,73.76317441,18.18993699,3.346989233,64.13447424,28.9287,0:05:10,0:18:10,0:19:43,0:03:48,0:00:02,77.68501442,95.30010063300001,22.35497643083825,4.324222768425404,19.523370407656017,87.8304034975863
1/5/2023,,,5,-1,2022/2023,2918.438907,42.37572807,29.39641785,20.94482778,64.32841393,21.50701383,6.834683619,57.39458208,29.69935,0:03:55,0:14:22,0:15:39,0:07:09,0:00:09,92.7169737,92.670111379,18.64429915733542,5.160954808162078,18.984585516213652,90.17017336126546
2/5/2023,ARS,Arsenal,0,0,2022/2023,8392.04745,549.5704033,225.3311651,77.03160927,203.0398715,65.04655201,19.30299645,98.56160368,31.11113333,0:06:09,0:20:25,0:28:52,0:18:41,0:00:07,851.93317767,287.38941996000005,53.612170131459216,47.421614986650326,58.87517494580285,94.4564876278957
3/5/2023,,,1,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
4/5/2023,,,2,-2,2022/2023,3125.057304,33.25557032,8.197815145,0.0,49.4162322,19.43155206,1.35752662,84.8284302,25.0681,0:18:43,0:13:52,0:11:17,0:05:15,0:00:00,41.453385465,70.20531088,19.96427032268594,2.3074421057186396,14.382401275453255,76.10923884992562
5/5/2023,,,3,-1,2022/2023,3577.465034,107.9933773,44.52033733,27.71601986,73.11613905,27.06951539,8.095298216,53.4336841,30.3181,0:03:58,0:13:59,0:16:07,0:05:55,0:00:03,180.22973449,108.28095265600001,22.854454194268705,10.032224712161202,22.182653877124288,92.04875975346876
6/5/2023,BOU,AFC Bournemouth,0,0,2022/2023,11946.59108,507.4359254,184.0820025,47.97435356,272.7527116,104.7441677,37.68675341,123.3952294,28.18335238,0:06:50,0:13:55,0:04:54,0:16:53,0:01:14,739.49228146,415.18363271,76.32019209709462,41.162756864223795,85.05535455632783,85.56745417008229
7/5/2023,,,1,-6,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
8/5/2023,,,2,-5,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
9/5/2023,,,3,-4,2022/2023,5076.582455,37.92514834,10.9997469,5.069831856,92.22489362,23.57220058,6.538820423,73.10271722,28.0753,0:05:33,0:19:23,0:15:25,0:11:50,0:00:46,53.994727096,122.33591462300001,32.43148991773645,3.0055375547864807,25.061981671372607,85.23939642347513
10/5/2023,,,4,-3,2022/2023,5240.362225,186.1974241,77.02203163,54.5706117,112.60961,34.7205167,5.910631239,80.74157238,30.96993333,0:05:31,0:22:36,0:18:17,0:08:17,0:00:03,317.79006743,153.240757939,33.47778868399655,17.689319560793752,31.393210069256472,94.02779041807086
11/5/2023,,,5,-2,2022/2023,4658.681077,25.41593975,2.157981423,3.96989608,103.1269115,29.17985659,4.028622324,82.92411785,26.9832,0:08:57,0:26:09,0:27:50,0:10:38,0:00:28,31.543817253,136.335390414,29.761748128382383,1.755840476916432,27.929942455939322,81.92367246561618
12/5/2023,,,6,-1,2022/2023,4466.820988,42.89970659,18.66874882,0.912439798,105.1806921,30.18202742,7.493624085,57.71718305,27.0296,0:02:00,0:10:28,0:20:06,0:15:26,0:00:15,62.480895208,142.856343605,28.53605966627712,3.4779076977358088,29.26583805010195,82.0645474694113
13/05/2023,NFO,Nottingham Forest,0,0,2022/2023,4769.307897,544.3935358,177.9068849,34.0629995,82.30104805,31.59622239,13.11647934,37.33503908,29.91884,0:01:11,0:00:47,0:01:37,0:01:24,0:00:01,756.3634202000001,127.01374978,30.468481965420242,42.10186414010518,26.020292395804752,90.83656677900235
14/05/2023,,,1,-7,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
15/05/2023,,,2,-6,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
16/05/2023,,,3,-5,2022/2023,4074.469044,250.3761551,105.6243383,8.269889451,75.28323031,23.47360476,5.082016689,86.1627923,27.549475,0:13:58,0:23:22,0:15:19,0:02:22,0:00:00,364.27038285099997,103.838851759,26.029539142118647,20.27657837419158,21.27263614761224,83.64293955126453
17/05/2023,,,4,-4,2022/2023,5001.323181,148.9510929,57.51050684,24.38644575,116.9160902,42.01651274,15.64106765,70.12610914,29.22338,0:02:44,0:12:20,0:14:04,0:06:00,0:00:10,230.84804549,174.57367059,31.95069985718238,12.849819000578893,35.76351348754503,88.72508121565413
18/05/2023,,,5,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
19/05/2023,,,6,-2,2022/2023,4427.442218,30.5725473,25.16305653,6.899065866,79.27212835,22.10671866,1.887335824,67.05126224,27.8907,0:09:34,0:19:25,0:14:08,0:04:34,0:00:05,62.634669696,103.266182834,28.284490388411843,3.4864673298241486,21.155318039137363,84.67893250751435
20/05/2023,,,7,-1,2022/2023,3424.3443,48.74117726,8.690636145,0.0,61.89232988,23.05990812,4.737930971,62.5302175,25.6348,0:06:08,0:21:54,0:15:16,0:07:35,0:00:02,57.431813405,89.69016897099999,21.87625013968345,3.196857939874736,18.37410851736019,77.82979627774236
21/05/2023,MCI,Manchester City,0,0,2022/2023,5157.44512,217.7251009,73.56031797,14.52157852,100.1123624,31.85065526,9.699223037,55.37450508,28.66928333,0:02:15,0:11:17,0:20:39,0:14:07,0:00:00,305.80699739,141.662240697,32.948076957918545,17.02229948376247,29.021211725230362,87.0427887482163
22/05/2023,,,1,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
23/05/2023,,,2,-2,2022/2023,2426.763699,106.5382466,28.54691501,23.81084384,47.48182592,15.68559751,5.682072252,53.84964814,30.87703333,0:07:53,0:13:50,0:08:39,0:02:36,0:00:05,158.89600545,68.849495682,15.503256991193165,8.844713870605176,14.10464624540539,93.74573680055865
24/05/2023,,,3,-1,2022/2023,4789.000437,212.7813924,35.15643151,1.476227939,85.83747064,16.71130122,6.341895982,66.89622434,26.9967,0:09:14,0:22:21,0:17:25,0:06:00,0:00:00,249.414051849,108.890667842,30.5942867599106,13.883268604929484,22.30756135718343,81.96465980508243
25/05/2023,MUN,Manchester United,0,0,2022/2023,2736.889735,464.9424281,150.9348026,48.60214952,71.64478517,30.72272831,10.13122653,11.83185243,31.05095,0:00:52,0:00:38,0:01:33,0:01:08,0:00:10,664.4793802199999,112.49874001,17.48448146630347,36.987273369891774,23.046718282785108,94.27376506664238
26/05/2023,,,1,-2,2022/2023,4106.550665,92.15658729,23.9462386,8.206246703,127.6216316,38.54355209,8.968118807,50.49283107,27.7689,0:02:06,0:11:52,0:20:17,0:14:56,0:02:26,124.30907259300001,175.133302497,26.234490953150765,6.919482811991438,35.87816080627536,84.30913562255215
27/05/2023,,,2,-1,2022/2023,1696.303915,33.70325778,9.719085208,0.154118498,17.76544962,2.09583834,0.154830024,41.84855941,24.8749,0:06:11,0:08:23,0:04:34,0:01:01,0:00:01,43.576461486,20.016117983999997,10.83675165416758,2.4256200289339396,4.100542212750392,75.52266448067525
28/05/2023,NEW,Newcastle United,0,0,2022/2023,4244.786232,467.5335666,275.7694092,93.51110636,87.31514693,29.45556807,12.62749914,57.37545791,30.31331,0:02:58,0:06:37,0:10:00,0:11:51,0:00:00,836.81408216,129.39821414,27.11760187219386,46.58003263604567,26.508778563342062,92.03421683820629
29/05/2023,,,1,-10,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
30/05/2023,,,2,-10,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
