sessionDate,seasonName,metric,category,value
23/10/2023,2023/2024,sleep_baseline_completeness,sleep,0
23/10/2023,2023/2024,sleep_baseline_composite,sleep,
23/10/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
23/10/2023,2023/2024,soreness_baseline_composite,soreness,0.19
23/10/2023,2023/2024,subjective_baseline_completeness,subjective,0.086021505
23/10/2023,2023/2024,subjective_baseline_composite,subjective,-0.3225
24/10/2023,2023/2024,bio_baseline_completeness,bio,0
24/10/2023,2023/2024,bio_baseline_composite,bio,
24/10/2023,2023/2024,emboss_baseline_score,total,-0.015
24/10/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
24/10/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
24/10/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
24/10/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
24/10/2023,2023/2024,sleep_baseline_completeness,sleep,0
24/10/2023,2023/2024,sleep_baseline_composite,sleep,
24/10/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
24/10/2023,2023/2024,soreness_baseline_composite,soreness,0.05
24/10/2023,2023/2024,subjective_baseline_completeness,subjective,0.107526882
24/10/2023,2023/2024,subjective_baseline_composite,subjective,-0.02
25/10/2023,2023/2024,bio_baseline_completeness,bio,0
25/10/2023,2023/2024,bio_baseline_composite,bio,
25/10/2023,2023/2024,emboss_baseline_score,total,0.0175
25/10/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
25/10/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
25/10/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
25/10/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
25/10/2023,2023/2024,sleep_baseline_completeness,sleep,0
25/10/2023,2023/2024,sleep_baseline_composite,sleep,
25/10/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
25/10/2023,2023/2024,soreness_baseline_composite,soreness,0
25/10/2023,2023/2024,subjective_baseline_completeness,subjective,0.129032258
25/10/2023,2023/2024,subjective_baseline_composite,subjective,0.0175
26/10/2023,2023/2024,bio_baseline_completeness,bio,0
26/10/2023,2023/2024,bio_baseline_composite,bio,
26/10/2023,2023/2024,emboss_baseline_score,total,0.090909091
26/10/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
26/10/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
26/10/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
26/10/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
26/10/2023,2023/2024,sleep_baseline_completeness,sleep,0
26/10/2023,2023/2024,sleep_baseline_composite,sleep,
26/10/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
26/10/2023,2023/2024,soreness_baseline_composite,soreness,0
26/10/2023,2023/2024,subjective_baseline_completeness,subjective,0.11827957
26/10/2023,2023/2024,subjective_baseline_composite,subjective,0.090909091
27/10/2023,2023/2024,bio_baseline_completeness,bio,0
27/10/2023,2023/2024,bio_baseline_composite,bio,
27/10/2023,2023/2024,emboss_baseline_score,total,0.052631579
27/10/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
27/10/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
27/10/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
27/10/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
27/10/2023,2023/2024,sleep_baseline_completeness,sleep,0
27/10/2023,2023/2024,sleep_baseline_composite,sleep,
27/10/2023,2023/2024,soreness_baseline_completeness,soreness,0.210526316
27/10/2023,2023/2024,soreness_baseline_composite,soreness,0
27/10/2023,2023/2024,subjective_baseline_completeness,subjective,0.166666667
27/10/2023,2023/2024,subjective_baseline_composite,subjective,0.052631579
28/10/2023,2023/2024,bio_baseline_completeness,bio,0
28/10/2023,2023/2024,bio_baseline_composite,bio,
28/10/2023,2023/2024,emboss_baseline_score,total,
28/10/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
28/10/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
28/10/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
28/10/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
28/10/2023,2023/2024,sleep_baseline_completeness,sleep,0
28/10/2023,2023/2024,sleep_baseline_composite,sleep,
28/10/2023,2023/2024,soreness_baseline_completeness,soreness,0
28/10/2023,2023/2024,soreness_baseline_composite,soreness,
28/10/2023,2023/2024,subjective_baseline_completeness,subjective,0
28/10/2023,2023/2024,subjective_baseline_composite,subjective,
29/10/2023,2023/2024,bio_baseline_completeness,bio,0
29/10/2023,2023/2024,bio_baseline_composite,bio,
29/10/2023,2023/2024,emboss_baseline_score,total,
29/10/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
29/10/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
29/10/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
29/10/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
29/10/2023,2023/2024,sleep_baseline_completeness,sleep,0
29/10/2023,2023/2024,sleep_baseline_composite,sleep,
29/10/2023,2023/2024,soreness_baseline_completeness,soreness,0
29/10/2023,2023/2024,soreness_baseline_composite,soreness,
29/10/2023,2023/2024,subjective_baseline_completeness,subjective,0
29/10/2023,2023/2024,subjective_baseline_composite,subjective,
30/10/2023,2023/2024,bio_baseline_completeness,bio,0
30/10/2023,2023/2024,bio_baseline_composite,bio,
30/10/2023,2023/2024,emboss_baseline_score,total,0.069107143
30/10/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.225806452
30/10/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.103571429
30/10/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.225806452
30/10/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,0.051428571
30/10/2023,2023/2024,sleep_baseline_completeness,sleep,0
30/10/2023,2023/2024,sleep_baseline_composite,sleep,
30/10/2023,2023/2024,soreness_baseline_completeness,soreness,0.080645161
30/10/2023,2023/2024,soreness_baseline_composite,soreness,-0.063333333
30/10/2023,2023/2024,subjective_baseline_completeness,subjective,0.150537634
30/10/2023,2023/2024,subjective_baseline_composite,subjective,0
31/10/2023,2023/2024,bio_baseline_completeness,bio,0
31/10/2023,2023/2024,bio_baseline_composite,bio,
31/10/2023,2023/2024,emboss_baseline_score,total,0.008636364
31/10/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
31/10/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
31/10/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
31/10/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
31/10/2023,2023/2024,sleep_baseline_completeness,sleep,0
31/10/2023,2023/2024,sleep_baseline_composite,sleep,
31/10/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
31/10/2023,2023/2024,soreness_baseline_composite,soreness,0.095
31/10/2023,2023/2024,subjective_baseline_completeness,subjective,0.11827957
31/10/2023,2023/2024,subjective_baseline_composite,subjective,0
1/11/2023,2023/2024,bio_baseline_completeness,bio,0
1/11/2023,2023/2024,bio_baseline_composite,bio,
1/11/2023,2023/2024,emboss_baseline_score,total,
1/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
1/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
1/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
1/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
1/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
1/11/2023,2023/2024,sleep_baseline_composite,sleep,
1/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
1/11/2023,2023/2024,soreness_baseline_composite,soreness,
1/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
1/11/2023,2023/2024,subjective_baseline_composite,subjective,
2/11/2023,2023/2024,bio_baseline_completeness,bio,0
2/11/2023,2023/2024,bio_baseline_composite,bio,
2/11/2023,2023/2024,emboss_baseline_score,total,
2/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
2/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
2/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
2/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
2/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
2/11/2023,2023/2024,sleep_baseline_composite,sleep,
2/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
2/11/2023,2023/2024,soreness_baseline_composite,soreness,
2/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
2/11/2023,2023/2024,subjective_baseline_composite,subjective,
3/11/2023,2023/2024,bio_baseline_completeness,bio,0
3/11/2023,2023/2024,bio_baseline_composite,bio,
3/11/2023,2023/2024,emboss_baseline_score,total,0.047630208
3/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.225806452
3/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.165
3/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.225806452
3/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.027142857
3/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
3/11/2023,2023/2024,sleep_baseline_composite,sleep,
3/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.129032258
3/11/2023,2023/2024,soreness_baseline_composite,soreness,0
3/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.150537634
3/11/2023,2023/2024,subjective_baseline_composite,subjective,0.071428571
4/11/2023,2023/2024,bio_baseline_completeness,bio,0
4/11/2023,2023/2024,bio_baseline_composite,bio,
4/11/2023,2023/2024,emboss_baseline_score,total,0.054318182
4/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
4/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
4/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
4/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
4/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
4/11/2023,2023/2024,sleep_baseline_composite,sleep,
4/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.129032258
4/11/2023,2023/2024,soreness_baseline_composite,soreness,0.04875
4/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.11827957
4/11/2023,2023/2024,subjective_baseline_composite,subjective,0.090909091
5/11/2023,2023/2024,bio_baseline_completeness,bio,0
5/11/2023,2023/2024,bio_baseline_composite,bio,
5/11/2023,2023/2024,emboss_baseline_score,total,0.090909091
5/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
5/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
5/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
5/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
5/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
5/11/2023,2023/2024,sleep_baseline_composite,sleep,
5/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
5/11/2023,2023/2024,soreness_baseline_composite,soreness,0
5/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.11827957
5/11/2023,2023/2024,subjective_baseline_composite,subjective,0.090909091
6/11/2023,2023/2024,bio_baseline_completeness,bio,0
6/11/2023,2023/2024,bio_baseline_composite,bio,
6/11/2023,2023/2024,emboss_baseline_score,total,
6/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
6/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
6/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
6/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
6/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
6/11/2023,2023/2024,sleep_baseline_composite,sleep,
6/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
6/11/2023,2023/2024,soreness_baseline_composite,soreness,
6/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
6/11/2023,2023/2024,subjective_baseline_composite,subjective,
7/11/2023,2023/2024,bio_baseline_completeness,bio,0
7/11/2023,2023/2024,bio_baseline_composite,bio,
7/11/2023,2023/2024,emboss_baseline_score,total,
7/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
7/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
7/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
7/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
7/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
7/11/2023,2023/2024,sleep_baseline_composite,sleep,
7/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
7/11/2023,2023/2024,soreness_baseline_composite,soreness,
7/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
7/11/2023,2023/2024,subjective_baseline_composite,subjective,
8/11/2023,2023/2024,bio_baseline_completeness,bio,0
8/11/2023,2023/2024,bio_baseline_composite,bio,
8/11/2023,2023/2024,emboss_baseline_score,total,0.058141026
8/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.177419355
8/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.25
8/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.193548387
8/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,0.06
8/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
8/11/2023,2023/2024,sleep_baseline_composite,sleep,
8/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.048387097
8/11/2023,2023/2024,soreness_baseline_composite,soreness,-0.095
8/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.11827957
8/11/2023,2023/2024,subjective_baseline_composite,subjective,0.029090909
9/11/2023,2023/2024,bio_baseline_completeness,bio,0
9/11/2023,2023/2024,bio_baseline_composite,bio,
9/11/2023,2023/2024,emboss_baseline_score,total,0.104583333
9/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
9/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
9/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
9/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
9/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
9/11/2023,2023/2024,sleep_baseline_composite,sleep,
9/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
9/11/2023,2023/2024,soreness_baseline_composite,soreness,0.063333333
9/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.129032258
9/11/2023,2023/2024,subjective_baseline_composite,subjective,0.11
10/11/2023,2023/2024,bio_baseline_completeness,bio,0
10/11/2023,2023/2024,bio_baseline_composite,bio,
10/11/2023,2023/2024,emboss_baseline_score,total,0
10/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
10/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
10/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
10/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
10/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
10/11/2023,2023/2024,sleep_baseline_composite,sleep,
10/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
10/11/2023,2023/2024,soreness_baseline_composite,soreness,0
10/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.129032258
10/11/2023,2023/2024,subjective_baseline_composite,subjective,0
11/11/2023,2023/2024,bio_baseline_completeness,bio,0
11/11/2023,2023/2024,bio_baseline_composite,bio,
11/11/2023,2023/2024,emboss_baseline_score,total,-0.071818182
11/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
11/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
11/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
11/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
11/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
11/11/2023,2023/2024,sleep_baseline_composite,sleep,
11/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
11/11/2023,2023/2024,soreness_baseline_composite,soreness,0
11/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.11827957
11/11/2023,2023/2024,subjective_baseline_composite,subjective,-0.071818182
12/11/2023,2023/2024,bio_baseline_completeness,bio,0
12/11/2023,2023/2024,bio_baseline_composite,bio,
12/11/2023,2023/2024,emboss_baseline_score,total,
12/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
12/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
12/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
12/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
12/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
12/11/2023,2023/2024,sleep_baseline_composite,sleep,
12/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
12/11/2023,2023/2024,soreness_baseline_composite,soreness,
12/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
12/11/2023,2023/2024,subjective_baseline_composite,subjective,
13/11/2023,2023/2024,bio_baseline_completeness,bio,0
13/11/2023,2023/2024,bio_baseline_composite,bio,
13/11/2023,2023/2024,emboss_baseline_score,total,
13/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
13/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
13/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
13/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
13/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
13/11/2023,2023/2024,sleep_baseline_composite,sleep,
13/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
13/11/2023,2023/2024,soreness_baseline_composite,soreness,
13/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
13/11/2023,2023/2024,subjective_baseline_composite,subjective,
14/11/2023,2023/2024,bio_baseline_completeness,bio,0
14/11/2023,2023/2024,bio_baseline_composite,bio,
14/11/2023,2023/2024,emboss_baseline_score,total,-0.0245
14/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.096774194
14/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.16
14/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.096774194
14/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.21
14/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
14/11/2023,2023/2024,sleep_baseline_composite,sleep,
14/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
14/11/2023,2023/2024,soreness_baseline_composite,soreness,-0.095
14/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.043010753
14/11/2023,2023/2024,subjective_baseline_composite,subjective,0
15/11/2023,2023/2024,bio_baseline_completeness,bio,0
15/11/2023,2023/2024,bio_baseline_composite,bio,
15/11/2023,2023/2024,emboss_baseline_score,total,-0.04875
15/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
15/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
15/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
15/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
15/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
15/11/2023,2023/2024,sleep_baseline_composite,sleep,
15/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
15/11/2023,2023/2024,soreness_baseline_composite,soreness,-0.195
15/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.043010753
15/11/2023,2023/2024,subjective_baseline_composite,subjective,0
16/11/2023,2023/2024,bio_baseline_completeness,bio,0
16/11/2023,2023/2024,bio_baseline_composite,bio,
16/11/2023,2023/2024,emboss_baseline_score,total,0.25
16/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
16/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
16/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
16/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
16/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
16/11/2023,2023/2024,sleep_baseline_composite,sleep,
16/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
16/11/2023,2023/2024,soreness_baseline_composite,soreness,0
16/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.043010753
16/11/2023,2023/2024,subjective_baseline_composite,subjective,0.25
17/11/2023,2023/2024,bio_baseline_completeness,bio,0
17/11/2023,2023/2024,bio_baseline_composite,bio,
17/11/2023,2023/2024,emboss_baseline_score,total,
17/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
17/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
17/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
17/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
17/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
17/11/2023,2023/2024,sleep_baseline_composite,sleep,
17/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
17/11/2023,2023/2024,soreness_baseline_composite,soreness,
17/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
17/11/2023,2023/2024,subjective_baseline_composite,subjective,
18/11/2023,2023/2024,bio_baseline_completeness,bio,0
18/11/2023,2023/2024,bio_baseline_composite,bio,
18/11/2023,2023/2024,emboss_baseline_score,total,
18/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
18/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
18/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
18/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
18/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
18/11/2023,2023/2024,sleep_baseline_composite,sleep,
18/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
18/11/2023,2023/2024,soreness_baseline_composite,soreness,
18/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
18/11/2023,2023/2024,subjective_baseline_composite,subjective,
19/11/2023,2023/2024,bio_baseline_completeness,bio,0
19/11/2023,2023/2024,bio_baseline_composite,bio,
19/11/2023,2023/2024,emboss_baseline_score,total,
19/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
19/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
19/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
19/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
19/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
19/11/2023,2023/2024,sleep_baseline_composite,sleep,
19/11/2023,2023/2024,soreness_baseline_completeness,soreness,0
19/11/2023,2023/2024,soreness_baseline_composite,soreness,
19/11/2023,2023/2024,subjective_baseline_completeness,subjective,0
19/11/2023,2023/2024,subjective_baseline_composite,subjective,
20/11/2023,2023/2024,bio_baseline_completeness,bio,0
20/11/2023,2023/2024,bio_baseline_composite,bio,
20/11/2023,2023/2024,emboss_baseline_score,total,0
20/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
20/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
20/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
20/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
20/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
20/11/2023,2023/2024,sleep_baseline_composite,sleep,
20/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
20/11/2023,2023/2024,soreness_baseline_composite,soreness,0
20/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.043010753
20/11/2023,2023/2024,subjective_baseline_composite,subjective,0
21/11/2023,2023/2024,bio_baseline_completeness,bio,0
21/11/2023,2023/2024,bio_baseline_composite,bio,
21/11/2023,2023/2024,emboss_baseline_score,total,0.13125
21/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.032258065
21/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,-0.045
21/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
21/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,
21/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
21/11/2023,2023/2024,sleep_baseline_composite,sleep,
21/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.064516129
21/11/2023,2023/2024,soreness_baseline_composite,soreness,0.095
21/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.075268817
21/11/2023,2023/2024,subjective_baseline_composite,subjective,0.142857143
22/11/2023,2023/2024,bio_baseline_completeness,bio,0
22/11/2023,2023/2024,bio_baseline_composite,bio,
22/11/2023,2023/2024,emboss_baseline_score,total,0.1
22/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.096774194
22/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.063333333
22/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.032258065
22/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,0.11
22/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
22/11/2023,2023/2024,sleep_baseline_composite,sleep,
22/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.032258065
22/11/2023,2023/2024,soreness_baseline_composite,soreness,0
22/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.096774194
22/11/2023,2023/2024,subjective_baseline_composite,subjective,0.111111111
23/11/2023,2023/2024,bio_baseline_completeness,bio,0
23/11/2023,2023/2024,bio_baseline_composite,bio,
23/11/2023,2023/2024,emboss_baseline_score,total,0.033148148
23/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0.026315789
23/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,0.885
23/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0.026315789
23/11/2023,2023/2024,msk_load_tolerance_baseline_composite,msk_load_tolerance,-0.01
23/11/2023,2023/2024,sleep_baseline_completeness,sleep,0
23/11/2023,2023/2024,sleep_baseline_composite,sleep,
23/11/2023,2023/2024,soreness_baseline_completeness,soreness,0.263157895
23/11/2023,2023/2024,soreness_baseline_composite,soreness,0.029
23/11/2023,2023/2024,subjective_baseline_completeness,subjective,0.157894737
23/11/2023,2023/2024,subjective_baseline_composite,subjective,0.017777778
24/11/2023,2023/2024,bio_baseline_completeness,bio,0
24/11/2023,2023/2024,bio_baseline_composite,bio,
24/11/2023,2023/2024,emboss_baseline_score,total,-0.013333333
24/11/2023,2023/2024,msk_joint_range_baseline_completeness,msk_joint_range,0
24/11/2023,2023/2024,msk_joint_range_baseline_composite,msk_joint_range,
24/11/2023,2023/2024,msk_load_tolerance_baseline_completeness,msk_load_tolerance,0
