testDate,expression,movement,quality,benchmarkPct,benchmarkPct_norm
31/10/2023,isometric,jump,pre-load,0.52,53.41246290801187
1/11/2023,dynamic,jump,take off,0.651,63.13056379821958
12/11/2023,dynamic,jump,land,0.69,66.02373887240356
14/11/2023,dynamic,jump,take off,0.64,62.31454005934719
16/11/2023,dynamic,upper body,pull,0.871,79.45103857566767
16/11/2023,isometric,agility,deceleration,1.038,91.83976261127597
6/1/2024,dynamic,upper body,pull,0.87,79.37685459940654
12/1/2024,dynamic,jump,land,0.69,66.02373887240356
14/01/2024,dynamic,upper body,pull,0.879,80.04451038575668
16/01/2024,dynamic,upper body,pull,0.879,80.04451038575668
21/01/2024,isometric,jump,pre-load,0.52,53.41246290801187
19/02/2024,dynamic,upper body,pull,0.89,80.8605341246291
10/3/2024,isometric,jump,pre-load,0.52,53.41246290801187
21/03/2024,isometric,jump,pre-load,0.52,53.41246290801187
21/03/2024,isometric,upper body,push,0.704,67.06231454005935
27/03/2024,dynamic,agility,acceleration,0.4345,47.06973293768547
15/04/2024,dynamic,jump,pre-load,0.521,53.486646884273
8/5/2024,isometric,agility,acceleration,0.52,53.41246290801187
19/06/2024,dynamic,jump,land,0.723,68.47181008902078
19/06/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
29/06/2024,isometric,jump,pre-load,0.49,51.18694362017804
5/7/2024,dynamic,jump,land,0.652,63.20474777448073
14/07/2024,dynamic,jump,take off,0.695,66.3946587537092
30/07/2024,isometric,jump,take off,0.372,42.43323442136499
2/8/2024,dynamic,jump,take off,0.749,70.4005934718101
3/8/2024,dynamic,upper body,push,0.428,46.58753709198813
12/8/2024,isometric,jump,land,0.363,41.76557863501484
18/08/2024,isometric,jump,land,0.363,41.76557863501484
21/08/2024,isometric,jump,pre-load,0.7305,69.02818991097924
30/08/2024,dynamic,upper body,push,0.428,46.58753709198813
2/9/2024,isometric,agility,deceleration,0.95,85.31157270029674
16/09/2024,isometric,agility,deceleration,0.94,84.56973293768546
30/09/2024,dynamic,jump,take off,0.6955,66.43175074183976
27/10/2024,dynamic,jump,take off,0.69,66.02373887240356
31/10/2024,dynamic,upper body,push,0.486,50.89020771513353
10/11/2024,isometric,jump,pre-load,0.7515,70.58605341246292
14/11/2024,isometric,agility,rotate,0.6795,65.24480712166172
25/11/2024,isometric,upper body,push,0.876,79.8219584569733
26/11/2024,isometric,jump,pre-load,0.799,74.10979228486649
18/12/2024,isometric,jump,take off,0.4,44.51038575667657
22/12/2024,isometric,agility,deceleration,0.9155,82.75222551928783
29/12/2024,dynamic,agility,deceleration,0.856,78.33827893175075
3/1/2025,isometric,jump,land,0.42,45.99406528189912
16/01/2025,isometric,jump,take off,0.46,48.96142433234422
30/01/2025,dynamic,jump,take off,0.6825,65.46735905044511
30/01/2025,dynamic,agility,deceleration,0.873,79.59940652818992
7/2/2025,dynamic,upper body,pull,0.87,79.37685459940654
15/02/2025,dynamic,upper body,pull,0.87,79.37685459940654
21/02/2025,isometric,agility,acceleration,0.79,73.44213649851633
7/3/2025,isometric,upper body,pull,0.851,77.96735905044511
19/07/2023,dynamic,agility,acceleration,0.33,39.31750741839763
9/8/2023,dynamic,upper body,push,0.358,41.39465875370921
12/8/2023,isometric,agility,deceleration,0.9525,85.49703264094957
7/9/2023,dynamic,agility,acceleration,0.388,43.62017804154304
24/09/2023,isometric,agility,acceleration,0.52,53.41246290801187
1/10/2023,isometric,jump,pre-load,0.52,53.41246290801187
13/10/2023,dynamic,agility,acceleration,0.4305,46.77299703264096
26/10/2023,dynamic,upper body,push,0.4305,46.77299703264096
20/11/2023,isometric,upper body,push,0.67,64.54005934718103
21/11/2023,dynamic,jump,pre-load,0.5185,53.30118694362018
12/12/2023,dynamic,agility,acceleration,0.43,46.73590504451039
16/12/2023,dynamic,jump,pre-load,0.487,50.964391691394674
2/1/2024,isometric,agility,deceleration,1.112,97.32937685459943
8/1/2024,isometric,agility,deceleration,1.138,99.25816023738872
16/01/2024,dynamic,jump,land,0.69,66.02373887240356
2/2/2024,dynamic,upper body,push,0.4445,47.81157270029674
21/02/2024,dynamic,agility,deceleration,0.89,80.8605341246291
7/3/2024,dynamic,agility,acceleration,0.4445,47.81157270029674
11/3/2024,isometric,jump,pre-load,0.52,53.41246290801187
13/03/2024,isometric,agility,acceleration,0.52,53.41246290801187
23/03/2024,dynamic,agility,acceleration,0.4445,47.81157270029674
30/03/2024,dynamic,upper body,push,0.44,47.47774480712167
30/04/2024,isometric,agility,acceleration,0.52,53.41246290801187
9/5/2024,isometric,jump,pre-load,0.52,53.41246290801187
29/05/2024,isometric,upper body,push,0.704,67.06231454005935
8/6/2024,dynamic,upper body,pull,0.876,79.8219584569733
14/06/2024,dynamic,upper body,pull,0.89,80.8605341246291
30/07/2024,isometric,jump,land,0.372,42.43323442136499
24/08/2024,isometric,upper body,grapple,0.5075,52.48516320474778
27/08/2024,dynamic,upper body,pull,0.9,81.60237388724038
29/08/2024,dynamic,agility,deceleration,0.9,81.60237388724038
31/08/2024,isometric,agility,rotate,0.6405,62.35163204747776
1/9/2024,isometric,upper body,push,0.945,84.9406528189911
2/10/2024,dynamic,agility,acceleration,0.494,51.483679525222556
6/10/2024,dynamic,agility,acceleration,0.494,51.483679525222556
8/10/2024,isometric,jump,pre-load,0.6925,66.20919881305639
13/10/2024,dynamic,jump,land,0.65,63.05637982195847
24/10/2024,isometric,upper body,grapple,0.6695,64.50296735905044
26/10/2024,isometric,agility,acceleration,0.6935,66.28338278931751
28/10/2024,isometric,upper body,push,0.936,84.27299703264096
1/11/2024,dynamic,agility,acceleration,0.486,50.89020771513353
4/11/2024,isometric,jump,take off,0.39,43.76854599406529
26/11/2024,dynamic,agility,acceleration,0.47,49.70326409495549
11/12/2024,dynamic,jump,pre-load,0.557,56.1572700296736
16/12/2024,isometric,agility,acceleration,0.796,73.8872403560831
19/12/2024,dynamic,agility,deceleration,0.876,79.8219584569733
10/1/2025,dynamic,upper body,push,0.5,51.92878338278932
15/01/2025,isometric,agility,acceleration,0.79,73.44213649851633
2/2/2025,dynamic,jump,land,0.7365,69.473293768546
2/2/2025,dynamic,jump,pre-load,0.53,54.154302670623146
4/2/2025,isometric,agility,acceleration,0.79,73.44213649851633
9/2/2025,isometric,jump,land,0.39,43.76854599406529
24/02/2025,dynamic,upper body,pull,0.87,79.37685459940654
25/02/2025,dynamic,agility,deceleration,0.87,79.37685459940654
1/3/2025,isometric,upper body,push,0.9555,85.71958456973294
20/09/2023,isometric,agility,deceleration,1.0395,91.95103857566767
1/10/2023,dynamic,agility,acceleration,0.4305,46.77299703264096
18/11/2023,dynamic,jump,take off,0.64,62.31454005934719
22/11/2023,dynamic,jump,pre-load,0.5185,53.30118694362018
11/12/2023,dynamic,upper body,push,0.43,46.73590504451039
28/12/2023,dynamic,agility,acceleration,0.426,46.43916913946588
7/1/2024,dynamic,jump,land,0.69,66.02373887240356
11/1/2024,isometric,jump,pre-load,0.52,53.41246290801187
13/01/2024,isometric,agility,acceleration,0.52,53.41246290801187
19/01/2024,isometric,agility,deceleration,1.138,99.25816023738872
13/02/2024,dynamic,agility,acceleration,0.4345,47.06973293768547
12/3/2024,dynamic,upper body,pull,0.89,80.8605341246291
14/03/2024,isometric,agility,acceleration,0.52,53.41246290801187
2/4/2024,isometric,agility,deceleration,1.138,99.25816023738872
3/4/2024,isometric,agility,deceleration,1.138,99.25816023738872
4/4/2024,isometric,agility,acceleration,0.52,53.41246290801187
11/4/2024,dynamic,jump,take off,0.64,62.31454005934719
17/04/2024,dynamic,jump,land,0.655,63.4272997032641
4/5/2024,dynamic,agility,acceleration,0.43,46.73590504451039
13/05/2024,dynamic,upper body,pull,0.876,79.8219584569733
18/05/2024,dynamic,jump,land,0.664,64.09495548961426
29/05/2024,dynamic,agility,acceleration,0.43,46.73590504451039
1/6/2024,dynamic,upper body,pull,0.876,79.8219584569733
7/6/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
26/06/2024,isometric,agility,deceleration,1.1365,99.14688427299706
29/06/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
1/7/2024,isometric,upper body,push,0.704,67.06231454005935
6/7/2024,isometric,agility,deceleration,1.135,99.03560830860535
7/7/2024,dynamic,jump,take off,0.64,62.31454005934719
13/07/2024,dynamic,upper body,pull,0.894,81.1572700296736
15/07/2024,isometric,upper body,grapple,0.278,35.459940652819
17/07/2024,dynamic,jump,land,0.678,65.13353115727004
21/07/2024,isometric,agility,rotate,0.278,35.459940652819
11/8/2024,isometric,jump,pre-load,0.7305,69.02818991097924
18/08/2024,dynamic,jump,pre-load,0.5095,52.63353115727004
18/08/2024,dynamic,jump,take off,0.723,68.47181008902078
20/08/2024,dynamic,agility,acceleration,0.428,46.58753709198813
25/08/2024,isometric,jump,take off,0.363,41.76557863501484
28/08/2024,dynamic,agility,acceleration,0.428,46.58753709198813
5/9/2024,isometric,upper body,grapple,0.6405,62.35163204747776
12/9/2024,isometric,upper body,push,0.936,84.27299703264096
20/10/2024,dynamic,agility,acceleration,0.486,50.89020771513353
27/10/2024,dynamic,upper body,pull,0.88,80.11869436201782
27/10/2024,dynamic,agility,deceleration,0.88,80.11869436201782
1/11/2024,isometric,jump,pre-load,0.677,65.0593471810089
3/11/2024,isometric,upper body,grapple,0.6795,65.24480712166172
7/11/2024,dynamic,jump,take off,0.69,66.02373887240356
7/11/2024,isometric,upper body,push,0.936,84.27299703264096
15/11/2024,isometric,jump,pre-load,0.7515,70.58605341246292
25/11/2024,dynamic,upper body,pull,0.88,80.11869436201782
8/12/2024,isometric,agility,deceleration,0.8655,79.04302670623147
10/12/2024,isometric,jump,pre-load,0.796,73.8872403560831
10/12/2024,dynamic,agility,deceleration,0.876,79.8219584569733
15/12/2024,dynamic,jump,pre-load,0.557,56.1572700296736
17/12/2024,dynamic,agility,deceleration,0.876,79.8219584569733
2/1/2025,isometric,upper body,grapple,0.6705,64.57715133531158
2/1/2025,isometric,upper body,pull,0.46,48.96142433234422
8/1/2025,isometric,jump,land,0.46,48.96142433234422
18/01/2025,isometric,agility,acceleration,0.7475,70.2893175074184
29/01/2025,isometric,upper body,push,0.93,83.8278931750742
10/2/2025,dynamic,upper body,pull,0.87,79.37685459940654
10/2/2025,isometric,agility,acceleration,0.79,73.44213649851633
10/2/2025,isometric,agility,rotate,0.6415,62.42581602373887
11/2/2025,isometric,jump,land,0.397,44.287833827893174
11/2/2025,isometric,agility,deceleration,0.958,85.90504451038576
1/3/2025,dynamic,upper body,push,0.495,51.557863501483695
3/3/2025,dynamic,upper body,push,0.495,51.557863501483695
7/3/2025,isometric,upper body,grapple,0.627,61.35014836795253
9/3/2025,dynamic,jump,pre-load,0.5225,53.597922848664695
4/7/2023,dynamic,upper body,push,0.32,38.575667655786354
13/07/2023,dynamic,agility,deceleration,0.854,78.1899109792285
9/8/2023,dynamic,agility,deceleration,0.8695,79.33976261127597
1/9/2023,dynamic,jump,pre-load,0.62,60.83086053412464
5/9/2023,dynamic,upper body,pull,0.877,79.89614243323443
7/9/2023,isometric,agility,acceleration,0.52,53.41246290801187
10/9/2023,dynamic,upper body,pull,0.877,79.89614243323443
13/09/2023,dynamic,jump,pre-load,0.51,52.6706231454006
22/09/2023,dynamic,upper body,push,0.4305,46.77299703264096
9/10/2023,dynamic,jump,land,0.6615,63.909495548961424
20/10/2023,dynamic,jump,pre-load,0.564,56.676557863501486
10/11/2023,dynamic,agility,acceleration,0.431,46.810089020771514
11/11/2023,isometric,upper body,push,0.67,64.54005934718103
5/12/2023,dynamic,agility,acceleration,0.43,46.73590504451039
6/12/2023,isometric,agility,deceleration,1.038,91.83976261127597
12/12/2023,dynamic,jump,pre-load,0.487,50.964391691394674
30/12/2023,dynamic,jump,pre-load,0.484,50.74183976261127
31/12/2023,dynamic,agility,acceleration,0.426,46.43916913946588
31/12/2023,isometric,agility,deceleration,1.112,97.32937685459943
5/1/2024,isometric,agility,deceleration,1.112,97.32937685459943
7/1/2024,isometric,agility,deceleration,1.138,99.25816023738872
9/1/2024,dynamic,agility,acceleration,0.426,46.43916913946588
11/1/2024,dynamic,jump,pre-load,0.498,51.78041543026707
13/01/2024,dynamic,jump,land,0.69,66.02373887240356
17/01/2024,dynamic,upper body,push,0.43,46.73590504451039
30/01/2024,dynamic,upper body,pull,0.899,81.52818991097924
31/01/2024,dynamic,jump,pre-load,0.524,53.70919881305638
28/02/2024,dynamic,upper body,push,0.4445,47.81157270029674
6/3/2024,isometric,upper body,push,0.704,67.06231454005935
6/3/2024,dynamic,agility,acceleration,0.4445,47.81157270029674
8/3/2024,isometric,agility,acceleration,0.52,53.41246290801187
24/03/2024,isometric,upper body,push,0.704,67.06231454005935
28/03/2024,dynamic,agility,deceleration,0.89,80.8605341246291
6/4/2024,isometric,agility,deceleration,1.1365,99.14688427299706
18/04/2024,isometric,agility,deceleration,1.1365,99.14688427299706
22/04/2024,dynamic,upper body,push,0.43,46.73590504451039
30/04/2024,isometric,jump,pre-load,0.52,53.41246290801187
28/05/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
1/6/2024,dynamic,upper body,push,0.43,46.73590504451039
5/6/2024,isometric,agility,deceleration,1.1365,99.14688427299706
8/6/2024,isometric,upper body,push,0.704,67.06231454005935
10/6/2024,dynamic,upper body,pull,0.876,79.8219584569733
13/06/2024,isometric,agility,acceleration,0.49,51.18694362017804
13/06/2024,isometric,agility,deceleration,1.1365,99.14688427299706
28/06/2024,dynamic,agility,acceleration,0.436,47.18100890207716
1/7/2024,dynamic,agility,deceleration,0.89,80.8605341246291
1/8/2024,isometric,jump,pre-load,0.7305,69.02818991097924
5/8/2024,dynamic,jump,pre-load,0.484,50.74183976261127
15/08/2024,dynamic,jump,pre-load,0.5095,52.63353115727004
16/09/2024,dynamic,upper body,push,0.4955,51.59495548961425
18/09/2024,isometric,agility,rotate,0.6315,61.68397626112759
27/09/2024,dynamic,agility,acceleration,0.494,51.483679525222556
3/10/2024,isometric,agility,deceleration,0.86,78.63501483679526
26/10/2024,dynamic,agility,acceleration,0.486,50.89020771513353
7/11/2024,dynamic,upper body,pull,0.88,80.11869436201782
9/11/2024,isometric,jump,land,0.39,43.76854599406529
20/11/2024,isometric,jump,pre-load,0.799,74.10979228486649
24/11/2024,dynamic,jump,pre-load,0.57,57.12166172106825
24/11/2024,dynamic,upper body,pull,0.88,80.11869436201782
27/11/2024,isometric,jump,pre-load,0.79,73.44213649851633
1/12/2024,isometric,jump,take off,0.438,47.32937685459942
6/12/2024,isometric,upper body,push,0.876,79.8219584569733
27/12/2024,isometric,agility,deceleration,0.9055,82.01038575667656
5/1/2025,dynamic,jump,take off,0.681,65.35608308605342
10/1/2025,isometric,upper body,push,0.918,82.93768545994067
17/01/2025,dynamic,jump,pre-load,0.474,50.0
20/01/2025,isometric,jump,land,0.46,48.96142433234422
21/01/2025,isometric,upper body,grapple,0.6675,64.3545994065282
21/01/2025,dynamic,upper body,push,0.5,51.92878338278932
22/01/2025,isometric,upper body,pull,0.46,48.96142433234422
31/01/2025,isometric,agility,acceleration,0.79,73.44213649851633
9/2/2025,isometric,jump,pre-load,0.79,73.44213649851633
12/2/2025,isometric,jump,land,0.397,44.287833827893174
19/02/2025,dynamic,jump,take off,0.6895,65.986646884273
26/02/2025,dynamic,agility,acceleration,0.495,51.557863501483695
6/3/2025,isometric,agility,acceleration,0.787,73.21958456973296
10/7/2023,isometric,agility,deceleration,1.01,89.7626112759644
25/08/2023,dynamic,agility,acceleration,0.4,44.51038575667657
16/10/2023,dynamic,upper body,pull,0.871,79.45103857566767
26/10/2023,isometric,upper body,push,0.67,64.54005934718103
6/11/2023,dynamic,upper body,push,0.4305,46.77299703264096
7/11/2023,isometric,agility,deceleration,1.038,91.83976261127597
22/11/2023,isometric,agility,deceleration,1.038,91.83976261127597
9/12/2023,dynamic,agility,deceleration,0.87,79.37685459940654
12/12/2023,dynamic,jump,take off,0.6355,61.980712166172104
22/12/2023,dynamic,agility,acceleration,0.43,46.73590504451039
17/01/2024,isometric,upper body,push,0.687,65.80118694362018
21/01/2024,dynamic,upper body,pull,0.879,80.04451038575668
28/01/2024,dynamic,jump,pre-load,0.524,53.70919881305638
31/01/2024,dynamic,upper body,push,0.4345,47.06973293768547
4/2/2024,dynamic,agility,acceleration,0.4445,47.81157270029674
7/2/2024,isometric,jump,pre-load,0.52,53.41246290801187
28/02/2024,dynamic,agility,deceleration,0.89,80.8605341246291
10/3/2024,isometric,upper body,push,0.704,67.06231454005935
20/04/2024,isometric,agility,acceleration,0.52,53.41246290801187
9/5/2024,dynamic,agility,deceleration,0.89,80.8605341246291
14/05/2024,isometric,agility,deceleration,1.1365,99.14688427299706
10/6/2024,isometric,agility,acceleration,0.49,51.18694362017804
14/06/2024,isometric,upper body,push,0.704,67.06231454005935
22/06/2024,isometric,agility,acceleration,0.49,51.18694362017804
23/06/2024,dynamic,jump,land,0.723,68.47181008902078
25/06/2024,dynamic,jump,land,0.723,68.47181008902078
26/06/2024,isometric,agility,acceleration,0.49,51.18694362017804
30/06/2024,dynamic,agility,acceleration,0.436,47.18100890207716
3/8/2024,isometric,upper body,push,0.96,86.05341246290801
11/8/2024,dynamic,upper body,pull,0.852,78.04154302670624
29/08/2024,isometric,upper body,grapple,0.6375,62.12908011869436
1/10/2024,isometric,jump,pre-load,0.6925,66.20919881305639
10/10/2024,dynamic,jump,take off,0.7165,67.98961424332346
21/10/2024,isometric,jump,pre-load,0.698,66.61721068249258
23/10/2024,isometric,jump,take off,0.402,44.65875370919882
7/11/2024,isometric,jump,land,0.39,43.76854599406529
2/12/2024,dynamic,agility,deceleration,0.856,78.33827893175075
19/12/2024,isometric,jump,land,0.4,44.51038575667657
19/12/2024,dynamic,agility,acceleration,0.498,51.78041543026707
23/12/2024,isometric,jump,take off,0.42,45.99406528189912
29/12/2024,isometric,agility,deceleration,0.9155,82.75222551928783
30/12/2024,isometric,agility,deceleration,0.9155,82.75222551928783
5/1/2025,dynamic,upper body,push,0.498,51.78041543026707
9/1/2025,isometric,jump,take off,0.46,48.96142433234422
21/01/2025,dynamic,upper body,pull,0.853,78.11572700296736
27/01/2025,dynamic,jump,land,0.7465,70.21513353115728
5/2/2025,dynamic,jump,land,0.735,69.36201780415432
9/2/2025,dynamic,jump,land,0.735,69.36201780415432
10/2/2025,dynamic,jump,take off,0.68,65.28189910979229
14/02/2025,dynamic,jump,land,0.735,69.36201780415432
15/02/2025,dynamic,upper body,push,0.495,51.557863501483695
24/02/2025,dynamic,jump,take off,0.68,65.28189910979229
1/3/2025,dynamic,jump,pre-load,0.5605,56.41691394658754
3/7/2023,dynamic,jump,pre-load,0.5335,54.4139465875371
20/07/2023,dynamic,jump,take off,0.74,69.73293768545994
12/9/2023,dynamic,jump,land,0.69,66.02373887240356
21/09/2023,dynamic,upper body,push,0.4205,46.03115727002968
22/10/2023,isometric,agility,deceleration,1.038,91.83976261127597
14/11/2023,isometric,agility,acceleration,0.52,53.41246290801187
19/11/2023,isometric,jump,pre-load,0.52,53.41246290801187
28/11/2023,dynamic,upper body,pull,0.871,79.45103857566767
29/11/2023,dynamic,upper body,push,0.43,46.73590504451039
4/12/2023,dynamic,jump,land,0.688,65.8753709198813
5/12/2023,isometric,upper body,push,0.664,64.09495548961426
8/1/2024,dynamic,jump,take off,0.64,62.31454005934719
10/1/2024,dynamic,jump,take off,0.64,62.31454005934719
17/01/2024,dynamic,agility,deceleration,0.879,80.04451038575668
27/01/2024,dynamic,jump,take off,0.625,61.20178041543027
9/2/2024,isometric,upper body,push,0.772,72.10682492581603
10/2/2024,isometric,upper body,push,0.772,72.10682492581603
14/02/2024,dynamic,upper body,pull,0.89,80.8605341246291
20/02/2024,dynamic,jump,pre-load,0.476,50.14836795252226
12/3/2024,dynamic,upper body,push,0.4445,47.81157270029674
24/03/2024,dynamic,upper body,push,0.4445,47.81157270029674
18/04/2024,dynamic,jump,land,0.655,63.4272997032641
29/05/2024,dynamic,upper body,pull,0.876,79.8219584569733
31/05/2024,dynamic,upper body,push,0.43,46.73590504451039
4/6/2024,dynamic,jump,take off,0.62,60.83086053412464
27/06/2024,isometric,agility,deceleration,1.1365,99.14688427299706
4/7/2024,dynamic,upper body,push,0.43,46.73590504451039
9/7/2024,isometric,jump,pre-load,0.7165,67.98961424332346
18/07/2024,dynamic,jump,pre-load,0.5175,53.22700296735906
22/07/2024,dynamic,jump,land,0.675,64.91097922848665
30/07/2024,dynamic,jump,pre-load,0.484,50.74183976261127
3/8/2024,dynamic,jump,land,0.652,63.20474777448073
20/08/2024,dynamic,jump,land,0.652,63.20474777448073
22/08/2024,dynamic,jump,take off,0.723,68.47181008902078
27/08/2024,dynamic,agility,deceleration,0.9,81.60237388724038
6/9/2024,dynamic,agility,acceleration,0.496,51.63204747774481
8/9/2024,isometric,jump,pre-load,0.7275,68.80563798219586
10/9/2024,dynamic,jump,pre-load,0.505,52.299703264094966
13/09/2024,dynamic,jump,land,0.6495,63.019287833827896
21/09/2024,dynamic,upper body,push,0.494,51.483679525222556
5/10/2024,dynamic,jump,take off,0.6955,66.43175074183976
9/11/2024,dynamic,upper body,push,0.47,49.70326409495549
9/11/2024,dynamic,agility,acceleration,0.47,49.70326409495549
16/11/2024,isometric,jump,take off,0.39,43.76854599406529
26/11/2024,isometric,upper body,push,0.876,79.8219584569733
12/12/2024,dynamic,jump,take off,0.69,66.02373887240356
13/12/2024,dynamic,agility,deceleration,0.876,79.8219584569733
26/12/2024,dynamic,jump,take off,0.69,66.02373887240356
31/12/2024,isometric,jump,land,0.42,45.99406528189912
4/1/2025,isometric,jump,pre-load,0.79,73.44213649851633
10/1/2025,isometric,agility,deceleration,0.92,83.08605341246292
12/1/2025,dynamic,jump,pre-load,0.474,50.0
8/2/2025,dynamic,jump,take off,0.68,65.28189910979229
8/2/2025,isometric,agility,acceleration,0.79,73.44213649851633
9/3/2025,dynamic,agility,deceleration,0.88,80.11869436201782
12/7/2023,dynamic,jump,land,0.702,66.91394658753708
16/07/2023,dynamic,upper body,push,0.33,39.31750741839763
29/07/2023,dynamic,upper body,push,0.395,44.13946587537092
1/8/2023,dynamic,jump,land,0.69,66.02373887240356
6/8/2023,dynamic,upper body,pull,0.8525,78.0786350148368
12/8/2023,dynamic,agility,deceleration,0.8695,79.33976261127597
26/08/2023,isometric,agility,acceleration,0.52,53.41246290801187
31/08/2023,dynamic,jump,take off,0.6985,66.65430267062315
15/09/2023,dynamic,jump,land,0.69,66.02373887240356
5/10/2023,isometric,agility,deceleration,1.0395,91.95103857566767
13/10/2023,dynamic,agility,deceleration,0.871,79.45103857566767
9/11/2023,isometric,jump,pre-load,0.52,53.41246290801187
16/11/2023,dynamic,agility,deceleration,0.871,79.45103857566767
27/11/2023,isometric,jump,pre-load,0.52,53.41246290801187
19/12/2023,dynamic,upper body,pull,0.87,79.37685459940654
4/1/2024,isometric,upper body,push,0.664,64.09495548961426
9/1/2024,isometric,agility,acceleration,0.52,53.41246290801187
10/1/2024,dynamic,upper body,pull,0.879,80.04451038575668
19/01/2024,isometric,upper body,push,0.687,65.80118694362018
30/01/2024,dynamic,agility,acceleration,0.4345,47.06973293768547
7/3/2024,isometric,agility,acceleration,0.52,53.41246290801187
10/4/2024,dynamic,jump,land,0.655,63.4272997032641
16/04/2024,dynamic,agility,acceleration,0.43,46.73590504451039
22/04/2024,isometric,agility,acceleration,0.52,53.41246290801187
4/5/2024,dynamic,jump,pre-load,0.521,53.486646884273
8/5/2024,dynamic,agility,acceleration,0.43,46.73590504451039
3/6/2024,isometric,jump,pre-load,0.49,51.18694362017804
8/6/2024,dynamic,upper body,push,0.43,46.73590504451039
15/06/2024,isometric,jump,pre-load,0.49,51.18694362017804
18/06/2024,dynamic,jump,land,0.723,68.47181008902078
25/06/2024,dynamic,agility,deceleration,0.89,80.8605341246291
7/7/2024,isometric,jump,land,0.1,22.255192878338285
17/07/2024,isometric,jump,land,0.3975,44.32492581602375
21/07/2024,isometric,upper body,push,0.922,83.23442136498518
9/8/2024,isometric,jump,land,0.363,41.76557863501484
9/8/2024,dynamic,upper body,pull,0.852,78.04154302670624
11/10/2024,isometric,agility,rotate,0.6595,63.761127596439174
13/11/2024,dynamic,jump,pre-load,0.57,57.12166172106825
19/11/2024,dynamic,jump,pre-load,0.57,57.12166172106825
9/12/2024,isometric,agility,deceleration,0.8655,79.04302670623147
11/12/2024,isometric,upper body,pull,0.46,48.96142433234422
20/12/2024,isometric,jump,pre-load,0.796,73.8872403560831
21/12/2024,isometric,agility,deceleration,0.9155,82.75222551928783
26/12/2024,dynamic,jump,land,0.728,68.84272997032642
2/1/2025,dynamic,upper body,push,0.498,51.78041543026707
1/2/2025,dynamic,upper body,pull,0.873,79.59940652818992
3/2/2025,dynamic,upper body,pull,0.873,79.59940652818992
5/2/2025,dynamic,upper body,pull,0.87,79.37685459940654
6/2/2025,isometric,agility,deceleration,0.9595,86.01632047477746
7/2/2025,isometric,jump,land,0.39,43.76854599406529
12/2/2025,isometric,upper body,grapple,0.6415,62.42581602373887
26/02/2025,dynamic,upper body,push,0.495,51.557863501483695
8/7/2023,dynamic,agility,acceleration,0.32,38.575667655786354
25/07/2023,dynamic,jump,take off,0.7365,69.473293768546
8/8/2023,dynamic,jump,pre-load,0.589,58.531157270029674
10/8/2023,dynamic,jump,pre-load,0.6175,60.64540059347182
21/08/2023,dynamic,jump,land,0.69,66.02373887240356
3/9/2023,dynamic,agility,deceleration,0.877,79.89614243323443
6/9/2023,dynamic,agility,deceleration,0.877,79.89614243323443
26/09/2023,isometric,agility,acceleration,0.52,53.41246290801187
5/10/2023,dynamic,jump,take off,0.68,65.28189910979229
21/10/2023,dynamic,agility,deceleration,0.871,79.45103857566767
24/10/2023,dynamic,upper body,push,0.4305,46.77299703264096
8/11/2023,isometric,agility,deceleration,1.038,91.83976261127597
9/11/2023,dynamic,jump,take off,0.6655,64.20623145400593
23/11/2023,dynamic,jump,land,0.69,66.02373887240356
23/11/2023,isometric,jump,pre-load,0.52,53.41246290801187
4/12/2023,isometric,upper body,push,0.67,64.54005934718103
7/12/2023,isometric,agility,acceleration,0.52,53.41246290801187
8/12/2023,dynamic,jump,pre-load,0.4955,51.59495548961425
17/12/2023,isometric,upper body,push,0.664,64.09495548961426
29/12/2023,dynamic,jump,pre-load,0.484,50.74183976261127
7/1/2024,dynamic,jump,pre-load,0.504,52.22551928783383
12/1/2024,dynamic,agility,acceleration,0.43,46.73590504451039
7/2/2024,dynamic,agility,acceleration,0.4445,47.81157270029674
7/2/2024,isometric,agility,acceleration,0.52,53.41246290801187
7/2/2024,dynamic,agility,deceleration,0.89,80.8605341246291
8/2/2024,isometric,agility,deceleration,1.148,100.0
17/02/2024,isometric,upper body,push,0.772,72.10682492581603
18/02/2024,isometric,upper body,push,0.772,72.10682492581603
19/02/2024,dynamic,upper body,push,0.4345,47.06973293768547
24/02/2024,dynamic,jump,pre-load,0.479,50.37091988130564
1/3/2024,dynamic,jump,pre-load,0.479,50.37091988130564
14/03/2024,isometric,upper body,push,0.704,67.06231454005935
16/03/2024,dynamic,agility,deceleration,0.89,80.8605341246291
26/03/2024,isometric,upper body,push,0.704,67.06231454005935
27/03/2024,dynamic,upper body,push,0.4345,47.06973293768547
31/03/2024,dynamic,jump,take off,0.6525,63.241839762611285
1/4/2024,dynamic,upper body,push,0.44,47.47774480712167
20/04/2024,dynamic,agility,acceleration,0.43,46.73590504451039
25/04/2024,dynamic,upper body,push,0.43,46.73590504451039
25/04/2024,isometric,agility,deceleration,1.1365,99.14688427299706
28/04/2024,dynamic,upper body,pull,0.89,80.8605341246291
4/5/2024,isometric,agility,deceleration,1.1365,99.14688427299706
29/05/2024,dynamic,jump,pre-load,0.4655,49.36943620178042
